method,model,n_stations,device,n_gpus,n_cpus,K,runtime_s,metric,success_rate,path,p_f1,s_f1
staggered,EQT-NC,580,cpu,0,5,5.0,11.52481,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQT-NC/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9142857142857143,0.9638766519823789
staggered,EQT-NC,580,cpu,0,10,10.0,6.789813,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQT-NC/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9142857142857143,0.9638766519823789
staggered,EQT-NC,580,cpu,0,20,20.0,8.476370299999985,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQT-NC/cpu/kma20_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9142857142857143,0.9638766519823789
staggered,EQT-NC,580,gpu,1,5,4.0,1.1285273499999995,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQT-NC/gpu/kma4_krp0/sg/staggered/eager/bs512/xfer/result.json,0.915129151291513,0.9656387665198237
staggered,EQTransformer,250,cpu,0,5,5.0,5.099226,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/EQTransformer/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9063829787234042,0.9608247422680413
staggered,EQTransformer,250,cpu,0,10,10.0,3.586887,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/EQTransformer/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9063829787234042,0.9608247422680413
staggered,EQTransformer,250,gpu,1,5,4.0,1.0319004999999999,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/EQTransformer/gpu/kma4_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9087048832271761,0.9608247422680413
staggered,EQTransformer,580,cpu,0,5,5.0,11.939726,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQTransformer/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9142857142857143,0.9656387665198237
staggered,EQTransformer,580,cpu,0,10,10.0,7.155563,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQTransformer/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9142857142857143,0.9656387665198237
staggered,EQTransformer,580,cpu,0,20,20.0,9.550178899999997,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQTransformer/cpu/kma20_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9142857142857143,0.9656387665198237
staggered,EQTransformer,580,gpu,1,5,4.0,1.3871138999999997,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/EQTransformer/gpu/kma4_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9150855038147856,0.9654563394945186
staggered,PhaseNet,250,cpu,0,5,5.0,1.60751,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/PhaseNet/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9641434262948207,0.9336016096579478
staggered,PhaseNet,250,cpu,0,10,10.0,1.096263,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/PhaseNet/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9641434262948207,0.9336016096579478
staggered,PhaseNet,250,gpu,1,5,2.0,0.337477,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/PhaseNet/gpu/kma2_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9620758483033932,0.9314516129032259
staggered,PhaseNet,580,cpu,0,5,5.0,3.140465,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNet/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9742710120068611,0.9365351629502573
staggered,PhaseNet,580,cpu,0,10,10.0,2.307674,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNet/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9742710120068611,0.9365351629502573
staggered,PhaseNet,580,cpu,0,20,20.0,2.3451313499999995,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNet/cpu/kma20_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9742710120068611,0.9365351629502573
staggered,PhaseNet,580,gpu,1,5,4.0,0.43130779999999924,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNet/gpu/kma4_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9733905579399142,0.9366438356164384
staggered,PhaseNetLight,250,cpu,0,5,5.0,0.410087,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/PhaseNetLight/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9409448818897638,0.9437751004016064
staggered,PhaseNetLight,250,cpu,0,10,10.0,0.288678,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/PhaseNetLight/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9409448818897638,0.9437751004016064
staggered,PhaseNetLight,250,gpu,1,5,4.0,0.22561359999999997,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/250st/PhaseNetLight/gpu/kma4_krp0/sg/staggered/eager/bs512/xfer/result.json,0.9409448818897638,0.9437751004016064
staggered,PhaseNetLight,580,cpu,0,5,5.0,0.895127,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNetLight/cpu/kma5_krp0/sg/staggered/eager/bs512/xfer/result.json,0.958226768968457,0.9445407279029462
staggered,PhaseNetLight,580,cpu,0,10,10.0,0.558164,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNetLight/cpu/kma10_krp0/sg/staggered/eager/bs512/xfer/result.json,0.958226768968457,0.9445407279029462
staggered,PhaseNetLight,580,cpu,0,20,20.0,0.7302336499999997,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNetLight/cpu/kma20_krp0/sg/staggered/eager/bs512/xfer/result.json,0.958226768968457,0.9445407279029462
staggered,PhaseNetLight,580,gpu,1,5,4.0,0.3786804499999954,p95_finish_minus_ready_s,1.0,ma/annotate_bf16/stead/580st/PhaseNetLight/gpu/kma4_krp0/sg/staggered/eager/bs512/xfer/result.json,0.959114139693356,0.9436253252385083
